0	-700.1078425646753
1	-698.2974037581198
2	-798.9870847497154074216726913096395122244750396633749089353543268266792858999552
3	-798.6049570176000394138607966752132555923891779604858683340075527934008390819171
4	-1032.369356845248579466683159596311147172421878077884546050663475773782007581625
5	-1037.744031766525859082820177030681528993823732022354056399952188307670030081227
6	-1104.250645800482722708863330198393168304722437162489083121218224326708734741945
7	-1104.066245707046232842669636469338177851032162173483058077040412858511846795284
8	-1397.060243886996385630524359740799469075238825529837009536348691135436087106956
9	-1405.092787272364537722423805069525704219843733428762745043837557391792026614034
