0	352.933133780956
1	350.1305105855268
2	392.3899518351001
3	409.3124005192398
4	511.68346120854653
5	530.2344828491275
6	339.8867978272344824331654148868170939493046598431242226103110840739845190652791
7	339.3285066551734079021503479652559478998618547807889580820450946384069386165196
8	340.0039186785954479766642484605875680312818228088043017343007986231274455630321
9	340.9103460609304326565684984201243598940612349201250979485833722406248904537031
10	354.5077974880036206395922964026548671030384335432196743516044377325552180322831
